computer networks prof::computer networks prof
forced to drop::forced to drop
thing is error::thing is error
bit errors introduced::bit errors introduced
link like lan::link like lan
lan the identity::lan the identity
identity of sender::identity of sender
sender and receiver::sender and receiver
frames is meant::frames is meant
addressing of receiver::addressing of receiver
receiver is important::receiver is important
require some data::require some data
link layer protocol::link layer protocol
protocol to run::protocol to run
layers in order::layers in order
kind of control::kind of control
control or management::control or management
information the control::information the control
control and data::control and data
link the receiver::link the receiver
distinguish control information::distinguish control information
data being transmitted::data being transmitted
require link management::require link management
maintenance and termination::maintenance and termination
sustained data exchange::sustained data exchange
layer the link::layer the link
link layer services::link layer services
services are framing::services are framing
framing and link::framing and link
access it encapsulates::access it encapsulates
datagram into frame::datagram into frame
header or trailer::header or trailer
trailer contains depends::trailer contains depends
header and trailer::header and trailer
run channel access::run channel access
shared medium mac::shared medium mac
medium mac protocol::medium mac protocol
headers to identify::headers to identify
source and destination::source and destination
concentrating on mac::concentrating on mac
layer services offer::layer services offer
services offer reliable::services offer reliable
offer reliable delivery::offer reliable delivery
delivery between adjacent::delivery between adjacent
medium is prone::medium is prone
prone to noise::prone to noise
noise or introduction::noise or introduction
introduction to errors::introduction to errors
address the problem::address the problem
link might fail::link might fail
chain may break::chain may break
making individual links::making individual links
chain as good::chain as good
jobs ? reliable::jobs ? reliable
reliable data delivery::reliable data delivery
low error bit::low error bit
links like wireless::links like wireless
links have high::links have high
high error rates::high error rates
link-level and end-end::link-level and end-end
control is pacing::control is pacing
sending and receiving::sending and receiving
sending station sends::sending station sends
require some explicit::require some explicit
service is error::service is error
