computer networks prof::computer networks prof
receivers build::receivers build
point depends::point depends
core based::core based
based tree::based tree
potential graph::potential graph
rpf builds::rpf builds
taking advantage::taking advantage
routing tables::routing tables
main idea::main idea
potential recipients::potential recipients
router selects::router selects
upstream neighbor::upstream neighbor
next-hop neighbor::next-hop neighbor
forwarding unicast::forwarding unicast
unicast packets::unicast packets
potential recipient::potential recipient
single source::single source
potential routes::potential routes
point onwards::point onwards
final destination::final destination
automatically formed::automatically formed
basic idea::basic idea
rpf forwarding::rpf forwarding
rpf neighbor::rpf neighbor
routing table::routing table
table entries::table entries
source-based trees::source-based trees
core-based trees::core-based trees
incoming interface::incoming interface
rpf interface::rpf interface
outgoing interface::outgoing interface
packet arrives::packet arrives
outgoing links::outgoing links
set routing::set routing
non-rpf interfaces::non-rpf interfaces
interfaces receiver::interfaces receiver
receiver drops::receiver drops
drops packets::drops packets
rpf interfaces::rpf interfaces
routers require::routers require
forwarding multiple::forwarding multiple
address means::address means
outgoing interfaces::outgoing interfaces
source side::source side
rpf member::rpf member
dynamic system::dynamic system
non-rpf link::non-rpf link
pruning pruning::pruning pruning
prune message::prune message
non rpf::non rpf
routers suppose::routers suppose
running igmp::running igmp
local member::local member
longer sending::longer sending
igmp reports::igmp reports
distant source::distant source
distant destination::distant destination
transit link::transit link
local contributor::local contributor
contributor member::contributor member
message stating::message stating
anymore packets::anymore packets
neighboring router::neighboring router
transit router::transit router
member sends::member sends
group anymore::group anymore
group member::group member
intermediate router::intermediate router
longer interested::longer interested
table entry::table entry
multicast tree::multicast tree
pruned link::pruned link
prune messages::prune messages
multicast packet::multicast packet
non-rpf interface::non-rpf interface
graft message::graft message
message disables::message disables
disables prune::disables prune
join message::join message
join messages::join messages
messages creates::messages creates
source sends::source sends
sends data::sends data
core forwards::core forwards
forwards data::forwards data
distance vector::distance vector
vector multicast::vector multicast
first multicasting::first multicasting
implements flood::implements flood
prune distance::prune distance
vector routing::vector routing
distributed bellman::distributed bellman
bellman ford::bellman ford
