keyphrase	tfidf	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	dispersion	Phrase Size	localspan	cscore	keyword
entire	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
assignments	0.0	0.916666666667	0.0	3.17114565042	0.0	1	0.0	0.0	False
means the number	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
depth is the number	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
odd scans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
seventies	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
biology	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
generated animations films	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
medical things	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
dynamics	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
odd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
index	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
multimedia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
access	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
seventies they where primarily	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
molecules and molecular structures	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
interrogate and present	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
body	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
continuity criteria we prescribed	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
combination of computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
degree	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
story or a scene	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
display pictorial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
articulator circuit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
implicit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
clipping is basically	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
convert	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
hertz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
larger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
give a picture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
referable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
centralized is there resolution	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
cover can buy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
rendering issues	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
devices what kind	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
apply	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
resolutions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
tools	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
manipulate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
address in computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
attribute of that camera	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
camera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
processes ultimately	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
stage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
sort	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
process of diagnosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
vision classical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
started	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
computer generated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
visualization virtual	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
good way of handling	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
physics to the process	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
model objects	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
reconstructed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
functional attributes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
first graphics workstation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
pixels and the crt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
obvious	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
raster forms right gridder	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
proof	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
display and the random	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
community this is special	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
laser scans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
high	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
visual difference	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
movements of those models	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
rest of the structure	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
hearn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
high degree of realism	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
resolution also affected resolution	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
emphasize it the trends	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scientific visualization virtual	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
computer graphics as building	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
collection of some input	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scene right things	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
tin toy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
converter right which takes	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
talking the inside	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
light	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
buffer so the bit	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
element	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
surfaces are basically	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
assembly of primitives	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
first academy award	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
event in computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
move	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
specific the viewing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
converting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pictorial output	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
late ninety eighties	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
illumination okay so rendering	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
rendering using various attributes	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
collection of pixels	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
functionality of those input	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
pixel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
physical log eventing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
introduction and preliminaries computer	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
association with my articulator	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
dam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
context of computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
material	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
functional	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rate and a major	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
texture mapping	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
graphics as building	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
big constrain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
slide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
augmented reality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
custom of this view	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
reference materials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
books	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
broad let say content	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
measure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
special	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
out	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
category	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
entertainment	0.0	1.25	0.0	4.88361324451	0.0	1	0.0	0.0	False
spherical domain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
dft lcds display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
real time	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
sort of an interface	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
stimulate the process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
methods of data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
completely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
sort of an obvious	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
transformation is basically taking	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
data seats	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
data in digital	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
geometry	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
length	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
acquition methods	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
projectile	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
stimulate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
gridder points	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
molecules and there connections	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
talking the inside volumetric	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
parametric surfaces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
art	0.0	24.1666666667	0.0	129.515227259	0.0	1	0.0	0.0	False
quality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
width of this larger	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
inserting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
traversal of the pipe	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
big	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
academy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
incorporate laws of physics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
slides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
event scan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
reconstructed and again perform	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
display and map	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
introductory course on computer	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
films and in ninety	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
apply graphics in biology	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
face fairly irregular structure	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
application of computer graphics	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.16	True
move this skeleton	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
process first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
nature of computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
bet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
clip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
art and entertainment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
curves	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
demonstration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
computer graphics and entertainment	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
min	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
studying	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
model one two model	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
mechanism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
display devices	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
instance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
talking about computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
computer generated animation film	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
manner right so issues	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
ten thousand worth words	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
device	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
eject	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
face	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
looked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
processing and some memory	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
representation whatever i obtain	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
constrain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
acquition methods of data	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scene by inserting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
fact	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
impression	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
concept of modeling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
centralized	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
texture to the wall	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
attributes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
grow in graphics	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
resolution gets determined	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
high degree	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
entities	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
molecules	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
preliminaries	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
achieve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
means	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
familiar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pipe line	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
words	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
acm conference	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
processes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rendering was quite emphasize	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
visualization virtual reality augmented	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
data was showed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
wordsworth theem with chair	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
assigned per pixel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
rasterisation process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
view	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
eventing the moment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
laser scans for acquiring	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
huge amount of data	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
frame	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
edition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
intensity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
examples of computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
single object	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
crt device	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pattern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
process of computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
state	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
forms right gridder points	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
interaction scientific visualization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
email	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
sort of deflection	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
minus one minus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
exam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
planes means the number	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
articulator	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
forms right gridder	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
multiplex to that structures	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
crt display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	True
taking	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
depending largely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
representation of a surface	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
category of raster scan	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
vision graphics lab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
clip entities or primitives	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
wall	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
international edition therefore referable	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
gridder points grid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
points which are pixels	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
single image	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
table	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
model of one chair	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
learn the course properly	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
basically taking	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
digital analog converter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
register and puts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
transformations like rotations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
cathode ray tube	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
yah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
actual parts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
instance studying	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
interlaced i basically	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
studying the rasterisation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
calligraphic fashion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
color of the object	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
inside volumetric	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
graphics	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True
present	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
image through this rendering	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
plain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
representation we required	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
situation where iam setting	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
graphics its an acm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
coating	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
generated animation film	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
surface	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
transformations viewing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
capture through viewing transformations	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
give us indication	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
completely virtually	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
capture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
scan display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
wordsworth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
administration	0.0	0.416666666667	0.0	0.967470039536	0.0	1	0.0	0.0	False
assembling of primitives	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
parts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
write so many things	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
books and material	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
image i have multiple	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
ball	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
model to the coordinate	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
study in detail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
effect	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
attributes of display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
book by foley	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
dealing with modeling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
muscle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
resolution also affected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
spherical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
moments	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
definition of those programs	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
obtain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
voltage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
seats	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
interest for display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
device is an image	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
virtual reality augmented	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
vision and computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
point from that point	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
data was showed dense	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
add	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
onwards	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pixel from this frame	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
academy award	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element on the component	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
point from other point	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
overview of the contents	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
differences there are texture	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
helpful	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
chairs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
representation schemes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
regular as we find	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
modeling of every chair	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
works	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rendering as good	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
classical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
give you certain applications	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
display cathode ray	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
muscle deform	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
broad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
real time visualization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
capture the geometry	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
graphics community	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
ten thousand worth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
data which is generated	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
hand arms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
multimedia and software	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
primarily concerning raster	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
graphics in biology	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
narrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
world built	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
beaker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
actual	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
puts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
move the envelope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
software	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
collection of raster points	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
display objects	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
acquition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
foley van dam	0.0	0.25	0.0	0.264160416787	0.0	1	0.0	0.0633985000288	False
